method,path,router,function,access_type,identity_dependency,permission,ownership,actor,public_intentional,test_401,test_403,test_ownership,finding
POST,/api/operational-engines/calculation,operational-engines,post_calculation,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/operational-engines/certificates/{certificate_id}/label,operational-engines,get_label_payload,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/operational-engines/field-sheets/{field_sheet_id}/document-selection,operational-engines,get_document_selection,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/operational-engines/field-sheets/{field_sheet_id}/prepare-certificate,operational-engines,post_prepare_certificate,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/operational-engines/field-sheets/{field_sheet_id}/technical-capture,operational-engines,get_technical_capture,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/operational-engines/field-sheets/{field_sheet_id}/validate-standards,operational-engines,post_validate_standards,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/operational-engines/flow,operational-engines,get_operational_flow,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/operational-engines/folios/certificates/suggest,operational-engines,post_suggest_certificate_folio,authenticated_permission,access_jwt,operational_engines.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/pattern-selection/candidates,pattern-selection,post_pattern_selection_candidates,authenticated_permission,access_jwt,pattern_selection.execute,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/public/resolution-engine/v1/capabilities,Resolution Engine Public API v1,capabilities,resolution_engine_consumer,consumer_context,,organization_id,api_consumer,yes,required,not_applicable,required,
GET,/api/public/resolution-engine/v1/resolutions,Resolution Engine Public API v1,list_resolutions,resolution_engine_consumer,consumer_context,,organization_id,api_consumer,yes,required,not_applicable,required,
POST,/api/public/resolution-engine/v1/resolutions,Resolution Engine Public API v1,create_resolution,resolution_engine_consumer,consumer_context,,organization_id,api_consumer,yes,required,not_applicable,required,
GET,/api/public/resolution-engine/v1/resolutions/{resolution_id},Resolution Engine Public API v1,get_resolution,resolution_engine_consumer,consumer_context,,organization_id,api_consumer,yes,required,not_applicable,required,
GET,/api/quotation-service-exceptions,sales-exceptions,get_requests,authenticated_permission,access_jwt,quotations.exceptions.inspect,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotation-service-exceptions/quotations/{quotation_folio},sales-exceptions,post_request,authenticated_permission,access_jwt,quotations.exceptions.inspect,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/quotation-service-exceptions/quotations/{quotation_folio}/context,sales-exceptions,get_quotation_context,authenticated_permission,access_jwt,quotations.exceptions.inspect,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotation-service-exceptions/{exception_folio}/apply,sales-exceptions,post_apply,authenticated_permission,access_jwt,quotations.exceptions.inspect,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotation-service-exceptions/{exception_folio}/preview,sales-exceptions,post_preview,authenticated_permission,access_jwt,quotations.exceptions.inspect,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotation-service-exceptions/{exception_folio}/review,sales-exceptions,post_review,authenticated_permission,access_jwt,quotations.exceptions.inspect,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/quotations,quotations,get_quotations,authenticated_permission,access_jwt,quotations.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations,quotations,post_quotation,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/quotations/{quotation_id},quotations,delete_quotation,authenticated_permission,access_jwt,quotations.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/quotations/{quotation_id},quotations,get_quotation_by_id,authenticated_permission,access_jwt,quotations.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/quotations/{quotation_id},quotations,patch_quotation,authenticated_permission,access_jwt,quotations.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/accept,quotations,accept_quotation,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/cancel,quotations,cancel_quotation,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/expire,quotations,expire_quotation,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/items,quotations,post_quotation_item,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/quotations/{quotation_id}/items/{item_id},quotations,delete_quotation_item,authenticated_permission,access_jwt,quotations.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/quotations/{quotation_id}/items/{item_id},quotations,patch_quotation_item,authenticated_permission,access_jwt,quotations.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/quotations/{quotation_id}/pdf,quotations,get_quotation_pdf,authenticated_permission,access_jwt,quotations.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/reject,quotations,reject_quotation,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/send,quotations,send_quotation,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/quotations/{quotation_id}/snapshots,quotations,get_quotation_snapshots,authenticated_permission,access_jwt,quotations.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/snapshots/restore,quotations,restore_quotation_version,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/quotations/{quotation_id}/waiting,quotations,mark_quotation_waiting,authenticated_permission,access_jwt,quotations.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/reference-standard-certificates,reference-standard-certificates,get_reference_standard_certificates,authenticated_permission,access_jwt,reference_standard_certificates.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/reference-standard-certificates/uncertainties/{uncertainty_id},reference-standard-certificates,delete_reference_standard_certificate_uncertainty,authenticated_permission,access_jwt,reference_standard_certificates.delete,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/reference-standard-certificates/uncertainties/{uncertainty_id},reference-standard-certificates,patch_reference_standard_certificate_uncertainty,authenticated_permission,access_jwt,reference_standard_certificates.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/reference-standard-certificates/{certificate_id},reference-standard-certificates,get_reference_standard_certificate_by_id,authenticated_permission,access_jwt,reference_standard_certificates.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/reference-standard-certificates/{certificate_id},reference-standard-certificates,patch_reference_standard_certificate,authenticated_permission,access_jwt,reference_standard_certificates.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/reference-standard-certificates/{certificate_id}/activate,reference-standard-certificates,post_activate_reference_standard_certificate,authenticated_permission,access_jwt,reference_standard_certificates.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/reference-standard-certificates/{certificate_id}/suspend,reference-standard-certificates,post_suspend_reference_standard_certificate,authenticated_permission,access_jwt,reference_standard_certificates.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/reference-standard-certificates/{certificate_id}/uncertainties,reference-standard-certificates,post_reference_standard_certificate_uncertainty,authenticated_permission,access_jwt,reference_standard_certificates.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/reference-standards,reference-standards,get_reference_standards,authenticated_permission,access_jwt,standards.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/reference-standards,reference-standards,post_reference_standard,authenticated_permission,access_jwt,standards.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/reference-standards/{standard_id},reference-standards,delete_reference_standard,authenticated_permission,access_jwt,standards.delete,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/reference-standards/{standard_id},reference-standards,get_reference_standard_by_id,authenticated_permission,access_jwt,standards.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/reference-standards/{standard_id},reference-standards,patch_reference_standard,authenticated_permission,access_jwt,standards.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/reference-standards/{standard_id}/certificates,reference-standard-certificates,post_reference_standard_certificate,authenticated_permission,access_jwt,reference_standard_certificates.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/reference-standards/{standard_id}/uncertainties,reference-standards,post_reference_standard_uncertainty,authenticated_permission,access_jwt,standards.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/reference-standards/{standard_id}/uncertainties/{uncertainty_id},reference-standards,delete_reference_standard_uncertainty,authenticated_permission,access_jwt,standards.delete,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/reference-standards/{standard_id}/uncertainties/{uncertainty_id},reference-standards,patch_reference_standard_uncertainty,authenticated_permission,access_jwt,standards.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/resolution-center/v1/capabilities,resolution-center,capabilities,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/resolution-center/v1/definitions,resolution-center,definitions,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/resolution-center/v1/indicators,resolution-center,indicators,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/resolution-center/v1/resolutions,resolution-center,list_resolutions,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/resolution-center/v1/resolutions,resolution-center,create_resolution,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/resolution-center/v1/resolutions/{public_id},resolution-center,get_resolution,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/resolution-center/v1/resolutions/{public_id}/analyze,resolution-center,analyze,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/resolution-center/v1/resolutions/{public_id}/authorize,resolution-center,authorize,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/resolution-center/v1/resolutions/{public_id}/build-plan,resolution-center,build_plan,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/resolution-center/v1/resolutions/{public_id}/execute,resolution-center,execute,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/resolution-center/v1/resolutions/{public_id}/prepare-context,resolution-center,prepare_context,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/resolution-center/v1/resolutions/{public_id}/simulate,resolution-center,simulate,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/resolution-center/v1/resolutions/{public_id}/timeline,resolution-center,get_timeline,authenticated_permission,access_jwt,resolution_center.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/sat-catalogs,sat-catalogs,read_sat_catalogs,authenticated_permission,access_jwt,sat_catalogs.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/sat-catalogs/aliases/{alias_id},sat-catalogs,remove_alias,authenticated_permission,access_jwt,sat_catalogs.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/sat-catalogs/records/{record_id}/aliases,sat-catalogs,read_aliases,authenticated_permission,access_jwt,sat_catalogs.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/sat-catalogs/records/{record_id}/aliases,sat-catalogs,create_alias,authenticated_permission,access_jwt,sat_catalogs.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/sat-catalogs/records/{record_id}/favorite,sat-catalogs,delete_favorite,authenticated_permission,access_jwt,sat_catalogs.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/sat-catalogs/records/{record_id}/favorite,sat-catalogs,create_favorite,authenticated_permission,access_jwt,sat_catalogs.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/sat-catalogs/{catalog_code}/records,sat-catalogs,read_sat_catalog_records,authenticated_permission,access_jwt,sat_catalogs.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/sat-catalogs/{catalog_code}/versions,sat-catalogs,read_sat_catalog_versions,authenticated_permission,access_jwt,sat_catalogs.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders,service-orders,get_service_orders,authenticated_permission,access_jwt,service_orders.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders,service-orders,post_service_order,authenticated_permission,access_jwt,service_orders.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/work-orders/{work_order_id}/pdf,service-orders,get_service_work_order_pdf,authenticated_permission,access_jwt,service_orders.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/service-orders/{service_order_id},service-orders,delete_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/{service_order_id},service-orders,get_service_order_by_id,authenticated_permission,access_jwt,service_orders.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/service-orders/{service_order_id},service-orders,patch_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/call,service-orders,call_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/capture,service-orders,capture_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/{service_order_id}/capture-files,service-orders,get_capture_files,authenticated_permission,access_jwt,certificates.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/capture-files,service-orders,post_capture_files,authenticated_permission,access_jwt,certificates.upload_pdf,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/{service_order_id}/capture-package,service-orders,download_capture_package,authenticated_permission,access_jwt,certificates.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/{service_order_id}/capture-package-summary,service-orders,get_capture_package_summary,authenticated_permission,access_jwt,certificates.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/certificate-pdfs,service-orders,upload_service_order_certificate_pdfs,authenticated_permission,access_jwt,certificates.upload_pdf,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/certificates/authenticate-approved,service-orders,authenticate_service_order_certificates,authenticated_permission,access_jwt,certificates.approve,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/certificates/release-authenticated,service-orders,release_service_order_certificates,authenticated_permission,access_jwt,release.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/close,service-orders,close_service_order_route,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/confirm,service-orders,confirm_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/confirm-signatures,service-orders,confirm_service_order_signatures,authenticated_permission,access_jwt,service_orders.sign,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/exceptions,service-orders,create_service_order_exception,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/pending-payment,service-orders,pending_payment_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/quality,service-orders,quality_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/release,service-orders,release_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/service-orders/{service_order_id}/start,service-orders,start_service_order,authenticated_permission,access_jwt,service_orders.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/{service_order_id}/work-order-pdf,service-orders,get_service_order_work_order_pdf,authenticated_permission,access_jwt,service_orders.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/{service_order_id}/work-orders-pdf,service-orders,get_service_order_work_orders_pdf,authenticated_permission,access_jwt,service_orders.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/service-orders/{service_order_id}/work-orders/{work_order_id}/capture-package,service-orders,download_work_order_capture_package,authenticated_permission,access_jwt,certificates.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/technical-profiles,technical-profiles,get_technical_profiles,authenticated_permission,access_jwt,technical_profiles.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/technical-profiles,technical-profiles,post_technical_profile,authenticated_permission,access_jwt,technical_profiles.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/technical-profiles/resolve,technical-profiles,get_resolved_technical_profile,authenticated_permission,access_jwt,technical_profiles.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/technical-profiles/{profile_id},technical-profiles,get_technical_profile_by_id,authenticated_permission,access_jwt,technical_profiles.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/technical-profiles/{profile_id},technical-profiles,patch_technical_profile,authenticated_permission,access_jwt,technical_profiles.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/technical-profiles/{profile_id}/approve,technical-profiles,post_approve_technical_profile,authenticated_permission,access_jwt,technical_profiles.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/technical-profiles/{profile_id}/new-version,technical-profiles,post_technical_profile_new_version,authenticated_permission,access_jwt,technical_profiles.create,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/uncertainty/components/{component_id},uncertainty,delete_uncertainty_component_route,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/uncertainty/components/{component_id},uncertainty,patch_uncertainty_component,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/uncertainty/exceptions,uncertainty,get_uncertainty_exceptions,authenticated_permission,access_jwt,uncertainty_models.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/exceptions,uncertainty,post_uncertainty_exception,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/uncertainty/field-sheets/{field_sheet_id}/preview,uncertainty,get_uncertainty_preview,authenticated_permission,access_jwt,uncertainty_models.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
DELETE,/api/uncertainty/formulas/{formula_id},uncertainty,delete_uncertainty_formula_route,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/uncertainty/formulas/{formula_id},uncertainty,patch_uncertainty_formula,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/uncertainty/model-versions/{version_id},uncertainty,get_uncertainty_model_version_by_id,authenticated_permission,access_jwt,uncertainty_models.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/uncertainty/model-versions/{version_id},uncertainty,patch_uncertainty_model_version,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/model-versions/{version_id}/approve,uncertainty,approve_uncertainty_model_version,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/model-versions/{version_id}/archive,uncertainty,archive_uncertainty_model_version,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/model-versions/{version_id}/clone,uncertainty,clone_uncertainty_model_version_route,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/model-versions/{version_id}/components,uncertainty,post_uncertainty_component,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/model-versions/{version_id}/formulas,uncertainty,post_uncertainty_formula,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/model-versions/{version_id}/obsolete,uncertainty,obsolete_uncertainty_model_version,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/model-versions/{version_id}/submit-review,uncertainty,submit_uncertainty_model_version_review,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/uncertainty/models,uncertainty,get_uncertainty_models,authenticated_permission,access_jwt,uncertainty_models.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/models,uncertainty,post_uncertainty_model,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/uncertainty/models/{model_id},uncertainty,get_uncertainty_model_by_id,authenticated_permission,access_jwt,uncertainty_models.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/uncertainty/models/{model_id},uncertainty,patch_uncertainty_model,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/uncertainty/models/{model_id}/versions,uncertainty,get_uncertainty_model_versions,authenticated_permission,access_jwt,uncertainty_models.read,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/uncertainty/models/{model_id}/versions,uncertainty,post_uncertainty_model_version,authenticated_permission,access_jwt,uncertainty_models.update,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/users,users,get_users,administrative,access_jwt,users.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
POST,/api/users,users,post_user_admin,administrative,access_jwt,users.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/api/users/roles,users,get_roles,administrative,access_jwt,users.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/users/{user_id},users,patch_user_admin,administrative,access_jwt,users.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/users/{user_id}/roles,users,patch_user_roles,administrative,access_jwt,users.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
PATCH,/api/users/{user_id}/status,users,patch_user_status,administrative,access_jwt,users.manage,,internal_user,no,required,required,not_applicable,AUD-001/AUD-011
GET,/verify/{authentication_code},verification,verify_certificate,public_signed_token,authentication_code,,,anonymous,yes,not_applicable,not_applicable,not_applicable,
